id	filename	md5	size	state
0d669e80-cb31-4afb-bd3f-07d69f10eb3f	0d669e80-cb31-4afb-bd3f-07d69f10eb3f/27f20469-cbf5-417f-922a-19cf9e8b790c.rna_seq.augmented_star_gene_counts.tsv	e2e38ef5c632760e3003a087d7ed7c28	4220835	validated
0e1999e0-9c02-4804-88b6-60b46d100739	0e1999e0-9c02-4804-88b6-60b46d100739/db5dab56-838e-4784-a7cf-f05296e356f7.rna_seq.augmented_star_gene_counts.tsv	331108d6b22c2bddaf114649f714c220	4250358	validated
0e62a6d0-87a7-4efc-922f-753328694458	0e62a6d0-87a7-4efc-922f-753328694458/c5d4a1ed-8fd3-4435-96f5-ea5e56326f20.rna_seq.augmented_star_gene_counts.tsv	03dea9d6f5b93d78ef10ed8b91cb02ee	4271877	validated
0e9ea184-c4bc-43f0-817c-8a950008e4bd	0e9ea184-c4bc-43f0-817c-8a950008e4bd/470b6305-67ca-487c-b9b1-9b74f673f9fd.rna_seq.augmented_star_gene_counts.tsv	888bb7c8c91723098c532f29d545c4de	4253308	validated
104e3cb5-c6df-422b-a55f-6b19408594d4	104e3cb5-c6df-422b-a55f-6b19408594d4/2056c543-2f73-4a2f-995e-3af2dda7b514.rna_seq.augmented_star_gene_counts.tsv	6a9b5ab6f51dce916319b6c2d6930505	4238667	validated
1051db4c-40a5-4a98-a239-d96c986aa349	1051db4c-40a5-4a98-a239-d96c986aa349/691c297b-b48d-4e65-84d4-cb4fcdf03fc0.rna_seq.augmented_star_gene_counts.tsv	115e5acd322d7c31a04cb5c85641907a	4238213	validated
10d1a1f0-c89b-4b1e-93fa-7c6fd7f5bb8f	10d1a1f0-c89b-4b1e-93fa-7c6fd7f5bb8f/05b55f88-290a-4abd-bbc3-44561ba1f8b7.rna_seq.augmented_star_gene_counts.tsv	63543a54590e2ed3012fd15c88db4d88	4245933	validated
152c8e57-1f2f-464c-ad13-de0f4d81dbff	152c8e57-1f2f-464c-ad13-de0f4d81dbff/8d0f534a-a0b1-4d8e-9ca5-042f8a0a4e52.rna_seq.augmented_star_gene_counts.tsv	36d301217cac4a9396230b903c4fdfb0	4238654	validated
176e739b-87e2-49b7-80e1-c27a6a632576	176e739b-87e2-49b7-80e1-c27a6a632576/48077485-61e6-4d16-a74c-ee216a9455f1.rna_seq.augmented_star_gene_counts.tsv	7460912e5d08c1466dfd702b30171fcc	4238417	validated
17ff23ff-17b3-4ed1-b10c-2d922c045807	17ff23ff-17b3-4ed1-b10c-2d922c045807/663797a8-ffd2-48a2-a5f6-992b5eb3c745.rna_seq.augmented_star_gene_counts.tsv	5ec573b0a66ff55ceb94676675470a65	4260528	validated
1852f5d0-ce76-4f0d-87a7-0383f338c96b	1852f5d0-ce76-4f0d-87a7-0383f338c96b/de57eef8-932d-4e4f-a67d-835a87d72116.rna_seq.augmented_star_gene_counts.tsv	835429fb521091f61a3edbd1dd00c551	4248561	validated
19520ee7-658f-4e16-8a24-291beed9f0af	19520ee7-658f-4e16-8a24-291beed9f0af/40a31ab3-71fa-4f7b-a3b1-22e15ff0f358.rna_seq.augmented_star_gene_counts.tsv	212a0de04619dee541d9e33a4cca2054	4236321	validated
1a8d6cfd-095d-4461-875a-56d27816a0f5	1a8d6cfd-095d-4461-875a-56d27816a0f5/d32c4662-2b0b-4f78-b031-e6ff5286664c.rna_seq.augmented_star_gene_counts.tsv	be604e287bd0eac5dcb2ddc1d5d03e9c	4247023	validated
1aa289bb-8ac9-4e9e-be61-3164afbe06a2	1aa289bb-8ac9-4e9e-be61-3164afbe06a2/fff3f42f-5e42-4653-b91b-1676f914e9fa.rna_seq.augmented_star_gene_counts.tsv	593338503511106320dc3260d44d1e9d	4244267	validated
1ab2be1b-4a61-480e-aa1b-eafab958f1f7	1ab2be1b-4a61-480e-aa1b-eafab958f1f7/aeee03c3-20b3-4f96-b686-52111ce99a63.rna_seq.augmented_star_gene_counts.tsv	59f7833753825e8bf3b0821a0a149e66	4248247	validated
1c386dc6-8279-4156-bd7c-47e2f8af27bf	1c386dc6-8279-4156-bd7c-47e2f8af27bf/83834ecf-bc98-416a-98c0-824229e6cfe0.rna_seq.augmented_star_gene_counts.tsv	e6ffc6528bf689d1ad32de4ca460a39a	4245974	validated
1d8697f1-4e89-4987-b26b-a29d791f19ca	1d8697f1-4e89-4987-b26b-a29d791f19ca/7d2b6ff4-8f35-41cf-b078-3e78d0b81800.rna_seq.augmented_star_gene_counts.tsv	fd3a1e9594e49324f9499fac9e31fcdf	4232606	validated
1dd5828f-8e81-4196-992f-70b8203c915f	1dd5828f-8e81-4196-992f-70b8203c915f/e4e983eb-2aa3-4858-b67f-9cc70452768c.rna_seq.augmented_star_gene_counts.tsv	920ed53e93c9ebde50c48bff6750e3e2	4248910	validated
1eca5ea8-093a-494d-968b-2ffcfe2b4604	1eca5ea8-093a-494d-968b-2ffcfe2b4604/1cb7f73e-af63-4d6a-b6a1-fe289435a93f.rna_seq.augmented_star_gene_counts.tsv	dca828ae93845a901b345199410a5733	4241317	validated
1f9a9190-4157-457e-9794-a9217d2aa2f8	1f9a9190-4157-457e-9794-a9217d2aa2f8/cf4160bb-9ef4-43c1-ac83-f6ca897101ee.rna_seq.augmented_star_gene_counts.tsv	a64d7559982aa695e38e6ba5b64b3b44	4248776	validated
206804c1-e5be-4076-9793-406d11094266	206804c1-e5be-4076-9793-406d11094266/57d2c12f-e3ae-457b-b92c-22002aecdba0.rna_seq.augmented_star_gene_counts.tsv	0e356e298f62166a2b8780f77553dcf3	4251591	validated
207ea988-6795-460c-bfeb-382d8c758f31	207ea988-6795-460c-bfeb-382d8c758f31/2c555b4c-f219-40f9-95a4-bf96122b9c1c.rna_seq.augmented_star_gene_counts.tsv	fb7cc39ac70aa243e8eb3c9e907c8007	4236909	validated
22dad91c-889d-4d40-b9b8-c9facd752dc9	22dad91c-889d-4d40-b9b8-c9facd752dc9/8319b13e-475e-440f-855a-bdba3036db73.rna_seq.augmented_star_gene_counts.tsv	c086a60ea336554988cc0b563a992715	4231239	validated
22fdb34e-9f50-4382-9800-e6e35773c538	22fdb34e-9f50-4382-9800-e6e35773c538/e558015e-969b-4354-9bc9-219a60092734.rna_seq.augmented_star_gene_counts.tsv	73041e378146b31807530aefa5087d90	4240656	validated
2377e521-919f-4f6f-b426-ddc993775597	2377e521-919f-4f6f-b426-ddc993775597/23f366c0-41f3-4159-86f0-5fa3d0059761.rna_seq.augmented_star_gene_counts.tsv	7be09ca94dc13945707501d4fb5f3633	4246291	validated
23bf74db-bb4e-44c5-8473-e651b818e460	23bf74db-bb4e-44c5-8473-e651b818e460/308e15c9-16b0-4f24-b9dc-e9dc91038579.rna_seq.augmented_star_gene_counts.tsv	f18e21a3660cda11ede50ccdbebd7493	4258207	validated
268eed55-913e-470b-8940-68daae0b21aa	268eed55-913e-470b-8940-68daae0b21aa/42b32308-71f1-4f21-935f-7e4e5751e332.rna_seq.augmented_star_gene_counts.tsv	f1a98648086b46da1a5eff1edb8e7b1b	4249043	validated
3173d46f-7344-41e4-bd4c-027fe5b5ec06	3173d46f-7344-41e4-bd4c-027fe5b5ec06/876216c7-72a1-4b1e-bd2b-fcb125ca91ae.rna_seq.augmented_star_gene_counts.tsv	bfd0fe0c2be47325b564adfc2e6022c4	4243729	validated
318c3a49-64bc-4704-8739-d4cf31cef51f	318c3a49-64bc-4704-8739-d4cf31cef51f/1d18e4b7-83a5-4c40-94ef-f77c1ba2fdbb.rna_seq.augmented_star_gene_counts.tsv	1433d999b6d9ac049d92fe56bad8df2b	4234821	validated
35f78d43-917b-4a7b-b992-d004056a370f	35f78d43-917b-4a7b-b992-d004056a370f/87c074cd-bcd8-4280-a12e-b205f50e139c.rna_seq.augmented_star_gene_counts.tsv	b53b579c9c7d22f4cb501e4220d82929	4243678	validated
36e4ffb0-0bab-4035-88f1-a181b195fce1	36e4ffb0-0bab-4035-88f1-a181b195fce1/d78126ec-68b1-4d77-bf7a-19a47678a5fb.rna_seq.augmented_star_gene_counts.tsv	4b71eb19d00c7303f4fb95912bba60ec	4236185	validated
3aad7b0b-9f82-41d0-b3e5-5614afcac6a8	3aad7b0b-9f82-41d0-b3e5-5614afcac6a8/7aac48b4-dbb0-49a5-a3e0-04916a9270b8.rna_seq.augmented_star_gene_counts.tsv	218ff2abc8bbff4aa49b8153848e62ad	4250299	validated
3c2914f4-200f-4bec-93f0-b0fdb6460378	3c2914f4-200f-4bec-93f0-b0fdb6460378/61d00f8c-f198-4181-82bd-99b063dfffc6.rna_seq.augmented_star_gene_counts.tsv	d5cf8e212e017afadbb52e989b97e7f7	4238683	validated
3e0c80d6-5091-454c-ad27-eb513cf6f45d	3e0c80d6-5091-454c-ad27-eb513cf6f45d/b161c26d-64b1-4e03-94da-4f9b9de25e88.rna_seq.augmented_star_gene_counts.tsv	95dab2fffc861226d58a651c28a1b1b2	4248818	validated
3e3125cd-a554-4a76-a9e2-b9187e0db6ab	3e3125cd-a554-4a76-a9e2-b9187e0db6ab/3d1bf8fc-c86b-436e-ab0c-3734af129b09.rna_seq.augmented_star_gene_counts.tsv	67df736fc20eff2e11b1e30224c2cd13	4241736	validated
3e8cff80-ed17-479c-8327-ca8e71ee7482	3e8cff80-ed17-479c-8327-ca8e71ee7482/0c814cd9-5b2c-4764-9e6a-6ad0403fcd7d.rna_seq.augmented_star_gene_counts.tsv	2fbb6954c6dc133c3f618b3a1fae68ba	4249009	validated
3ecfecef-4180-4b7a-8d9a-5532b47ef500	3ecfecef-4180-4b7a-8d9a-5532b47ef500/c2fe2d79-efb1-4e4d-a297-bd6b15703d10.rna_seq.augmented_star_gene_counts.tsv	e450da693d84fff631132c64f0c190c0	4248652	validated
4004cdd0-51fa-4330-bd03-5448f6c7b787	4004cdd0-51fa-4330-bd03-5448f6c7b787/bce4dcd7-d9e8-408a-8ab0-f993f9297a68.rna_seq.augmented_star_gene_counts.tsv	0303bf55910d1370b888492dbc22d1a8	4227158	validated
406cb497-badd-4bbe-be62-e1dac7b49180	406cb497-badd-4bbe-be62-e1dac7b49180/49563aad-aeb3-4a9b-8849-a60c119cbaa4.rna_seq.augmented_star_gene_counts.tsv	396d90c1fcaa36efc71992fd5f6532de	4238311	validated
4081fb70-afcd-4be3-a071-6df014f4fa52	4081fb70-afcd-4be3-a071-6df014f4fa52/0d71189d-6801-4d6b-b306-22efcaa2564a.rna_seq.augmented_star_gene_counts.tsv	8349d55f0989a5527b6ce7c6ddaaad48	4261154	validated
40ad8a2a-abd2-4701-b984-4afa4c27c260	40ad8a2a-abd2-4701-b984-4afa4c27c260/9d2a209e-f610-4bde-8265-ef7e7e7ac0c4.rna_seq.augmented_star_gene_counts.tsv	2e1903f64807fa5cd0ffe55c35becc87	4238612	validated
40d222ea-3a59-45b9-91a2-0566b239c89e	40d222ea-3a59-45b9-91a2-0566b239c89e/ea030b7d-26eb-4f0e-b7b9-c6b165061118.rna_seq.augmented_star_gene_counts.tsv	1b98de2e2db987d0145ec784d09faeac	4236987	validated
416defdf-a4f7-4305-97ff-d3b3ebce672f	416defdf-a4f7-4305-97ff-d3b3ebce672f/0dacd83e-7fab-4064-a25c-c1de66be5305.rna_seq.augmented_star_gene_counts.tsv	a8405509cfb54b25319fe935cc51021e	4271956	validated
41a97024-43f7-41b8-8755-94cd29105a5f	41a97024-43f7-41b8-8755-94cd29105a5f/62e41b20-5f83-43c2-9887-809e97794f04.rna_seq.augmented_star_gene_counts.tsv	a37b8241a944cbcb81e3e9452e5b1260	4233939	validated
41e96cc6-43d5-4eea-bbd3-23fb389d5532	41e96cc6-43d5-4eea-bbd3-23fb389d5532/b9e82597-fdf2-4479-a764-29193ddbd58f.rna_seq.augmented_star_gene_counts.tsv	15cad6ce44bd46a89c0bb741805036c6	4248082	validated
425a82ae-e0bf-48ae-946f-58ccc2571bfd	425a82ae-e0bf-48ae-946f-58ccc2571bfd/c5bb9834-a08f-4729-9aec-22f9a2816184.rna_seq.augmented_star_gene_counts.tsv	e07772a8bcb07a6c2909fcab9d44bea7	4247690	validated
43820fe3-a899-4e6b-9227-27e32edaefd5	43820fe3-a899-4e6b-9227-27e32edaefd5/fc70931f-4a97-4538-b055-8ed988ab601c.rna_seq.augmented_star_gene_counts.tsv	cb089d7be1f0d606a9ad54e5244702fc	4243947	validated
440bdce7-eb0c-4661-b96a-e90d10e230d6	440bdce7-eb0c-4661-b96a-e90d10e230d6/d76cd13a-0481-442a-bfe6-ad322fc3851a.rna_seq.augmented_star_gene_counts.tsv	6e3e51f2574e710987b86e0fc2e7dcc8	4230776	validated
447e3faf-a5f2-4739-b2aa-c907f33b634a	447e3faf-a5f2-4739-b2aa-c907f33b634a/4f3fa7c5-fe72-4b99-8a4f-9f487efc1ef1.rna_seq.augmented_star_gene_counts.tsv	0c2c06a95afeed8fa3473b357206a390	4254469	validated
451ecdf8-433f-4d38-8ab6-3cc8d428ed95	451ecdf8-433f-4d38-8ab6-3cc8d428ed95/d7eb3fb0-7bfe-4f69-b298-41dde09902e6.rna_seq.augmented_star_gene_counts.tsv	ae14b0d5aa8904bb75c55cf5736c4880	4256048	validated
461fda5d-d6e6-4354-b035-c302cc43b03f	461fda5d-d6e6-4354-b035-c302cc43b03f/30285113-d411-475a-a8ed-1fb66be72f28.rna_seq.augmented_star_gene_counts.tsv	0b75d803bc4db03a6d066c4daf9fc6e1	4243567	validated
4662f2d3-edd6-4260-a4ad-04c46ca54443	4662f2d3-edd6-4260-a4ad-04c46ca54443/960df455-dab8-4c59-9a99-579cdabe4d19.rna_seq.augmented_star_gene_counts.tsv	1c8cc10703d59c360f3a02a99f32036e	4237433	validated
46933fec-1800-4da5-814c-30cce4ae2fb5	46933fec-1800-4da5-814c-30cce4ae2fb5/afd15ee9-ef38-4d14-b1c1-7f4267fe6a04.rna_seq.augmented_star_gene_counts.tsv	7ae7824aaef02fa2c5902b6b08862a3c	4243311	validated
488399aa-ef3c-42d7-817f-9db11b9902dd	488399aa-ef3c-42d7-817f-9db11b9902dd/a8e0466b-d106-44b7-b846-c4fb666715f5.rna_seq.augmented_star_gene_counts.tsv	f554265cbe49c50e15d0a031a9b64bec	4245845	validated
48847088-1303-4b23-8902-c0ca4ea5ae80	48847088-1303-4b23-8902-c0ca4ea5ae80/ff93cbad-7bdf-4e5d-81c7-95aacaa3bee9.rna_seq.augmented_star_gene_counts.tsv	e5f59d3cfc77db2320210c244d629a01	4245425	validated
4c60d168-b545-46a8-8c37-81972a537a83	4c60d168-b545-46a8-8c37-81972a537a83/56f3a401-cf18-4d25-b4af-6bacca469041.rna_seq.augmented_star_gene_counts.tsv	d39a67e51e0f8e419590ea4d5a0c940c	4251185	validated
4d27c8ac-375b-414a-8f88-75092f03bdd8	4d27c8ac-375b-414a-8f88-75092f03bdd8/3f94086c-9e16-403e-b191-e03e9b6e3ce2.rna_seq.augmented_star_gene_counts.tsv	62af53edf4895aedca71914776644f18	4254851	validated
4dd3d7e2-8a60-41e8-8812-a06f413afe2b	4dd3d7e2-8a60-41e8-8812-a06f413afe2b/49ec7f30-d687-4124-a3aa-17bffb48ce26.rna_seq.augmented_star_gene_counts.tsv	4f066c0a9719e3efb4a953ad9436e6da	4249844	validated
4e98f490-cbdf-4864-8cc3-b5f9d3c95146	4e98f490-cbdf-4864-8cc3-b5f9d3c95146/ef2a6bd9-fe3b-4b67-942c-89f3a34813ad.rna_seq.augmented_star_gene_counts.tsv	40b2492e4a2d3dff95a3d9f91560898f	4239942	validated
4ef3b472-5fce-4e6a-a835-659cc3fee694	4ef3b472-5fce-4e6a-a835-659cc3fee694/cf122ae0-0be8-43dd-a0b9-01fff585186f.rna_seq.augmented_star_gene_counts.tsv	41f07438e21ddea6245cf43f6b5c4285	4248692	validated
5039a492-4dc7-4191-9edd-187cb181da2d	5039a492-4dc7-4191-9edd-187cb181da2d/0cf58c62-a75d-413b-8ce3-4d90f4688b04.rna_seq.augmented_star_gene_counts.tsv	f48d8b448aadf0e611037a60f27be8ed	4243155	validated
51948358-b1bb-46d7-a25c-8d3fe81557f0	51948358-b1bb-46d7-a25c-8d3fe81557f0/2cfbc50e-e38d-41ad-8809-a3ed9685ddf1.rna_seq.augmented_star_gene_counts.tsv	fa1ca16e617cee9f9ed1c8ebb324bc0f	4228641	validated
54600389-6de5-44ce-ada1-8a8508b50980	54600389-6de5-44ce-ada1-8a8508b50980/65ba302c-51a9-4493-8d28-e7bc076bca54.rna_seq.augmented_star_gene_counts.tsv	368b9e09d3826de28b4c7e26eb1bb152	4232307	validated
54a6b5bc-f788-4bea-b92c-e4dc9c71d99e	54a6b5bc-f788-4bea-b92c-e4dc9c71d99e/b58811d7-8ee0-4b65-a892-17319cc9ecaf.rna_seq.augmented_star_gene_counts.tsv	9b183dfacccf4aeb11e3b9ad43e2ecb7	4239697	validated
56209bc1-f94b-4aa4-a9dd-757003f36fd2	56209bc1-f94b-4aa4-a9dd-757003f36fd2/2ae456c7-57fa-4146-9b29-2d4129f0cf7c.rna_seq.augmented_star_gene_counts.tsv	52a0419513d42b3c601d7054d8663121	4247625	validated
5728b421-9832-417b-8963-b7b17decc58e	5728b421-9832-417b-8963-b7b17decc58e/ea1ff936-0327-419f-b104-008511b8af5d.rna_seq.augmented_star_gene_counts.tsv	889e900b4f9b77f90a4d8db7c3ada4e1	4237343	validated
573241d2-e298-426a-84a0-2c3889bae923	573241d2-e298-426a-84a0-2c3889bae923/b1e03953-263f-4331-b386-487cdc897425.rna_seq.augmented_star_gene_counts.tsv	71bab53026d304fbff8c5bbfb1e5857b	4246942	validated
58037e4a-a82f-42a9-84a1-715966343bd4	58037e4a-a82f-42a9-84a1-715966343bd4/2b67c3b5-330e-41e4-95cf-028d37fe91e1.rna_seq.augmented_star_gene_counts.tsv	0e87faa1ca64c661f5a259893623f9e3	4240456	validated
58764dda-7c61-4705-a834-4d654c60ef2b	58764dda-7c61-4705-a834-4d654c60ef2b/4d4d40f2-1f96-4d31-81aa-d44b17a217ed.rna_seq.augmented_star_gene_counts.tsv	d714d7436d545304554860e673e2b978	4240891	validated
5a827399-307b-412b-a2ce-f6c81d2750a6	5a827399-307b-412b-a2ce-f6c81d2750a6/af58b506-df1d-4221-964d-76dbade6ab85.rna_seq.augmented_star_gene_counts.tsv	257a83bd145e0b63ae42066dbddba90b	4243386	validated
5b4ec1fd-516d-4c32-a233-0699e591df1a	5b4ec1fd-516d-4c32-a233-0699e591df1a/4331397f-eaf9-4e43-8fa2-e30ad3643aca.rna_seq.augmented_star_gene_counts.tsv	6696b036fe5b0845004df65a1e3bfd61	4254462	validated
5dfadec2-3a10-40a9-99be-4984e917ba88	5dfadec2-3a10-40a9-99be-4984e917ba88/a90d3b2d-38f9-455c-88cd-73d5b3729491.rna_seq.augmented_star_gene_counts.tsv	94b6a69920ccf4b75df5d3644aff5a80	4234545	validated
5e789924-9d98-4765-a348-90a27349d906	5e789924-9d98-4765-a348-90a27349d906/d83bb114-c175-4fd5-aac0-5dc04b9218b0.rna_seq.augmented_star_gene_counts.tsv	d8dfac715263256aa92e52820c9ad00b	4256920	validated
63454d5d-a654-4be0-b812-dd5c98d07ea1	63454d5d-a654-4be0-b812-dd5c98d07ea1/c63e3277-327a-4259-84f2-13d9a2c2d68a.rna_seq.augmented_star_gene_counts.tsv	7a7867b463c4bf060145520a9708fcb6	4231681	validated
64f43094-8e51-440d-b142-2b1eeba34e9f	64f43094-8e51-440d-b142-2b1eeba34e9f/2e1410fb-4799-4a85-97e2-0d05c9255977.rna_seq.augmented_star_gene_counts.tsv	c1c049cb5d800233c4bb16eff2f3e352	4240525	validated
65bc2a34-2355-4193-b20e-439f2d7f6df2	65bc2a34-2355-4193-b20e-439f2d7f6df2/88d14d8e-cbbe-4157-b3ae-f1ddcb5e9551.rna_seq.augmented_star_gene_counts.tsv	bea04119d59f1054752edecdd4117bea	4240098	validated
664d7ba8-9b87-4f17-b98d-8e07dea3c488	664d7ba8-9b87-4f17-b98d-8e07dea3c488/cb024f71-c708-498b-9196-2fe57acf3771.rna_seq.augmented_star_gene_counts.tsv	db3599e6eb1262ea86082721b1cf540b	4241996	validated
68814d4d-9db8-471f-b4b3-5c2fecb10773	68814d4d-9db8-471f-b4b3-5c2fecb10773/baf9135d-d8dd-4e04-9115-4055b81fae05.rna_seq.augmented_star_gene_counts.tsv	613db1c6e073f367a16a264e56ecc66f	4238472	validated
68881256-49b8-4a19-87a9-afac4f1841d2	68881256-49b8-4a19-87a9-afac4f1841d2/7b4b9d66-e494-48e8-949f-7cdb42e490f9.rna_seq.augmented_star_gene_counts.tsv	a82b9c19fe88132acc12f9e6c3289022	4248367	validated
6bd03014-d3b8-4cac-929b-af970321ae1f	6bd03014-d3b8-4cac-929b-af970321ae1f/8923da54-2f7c-4315-9fc2-a1d6502df55b.rna_seq.augmented_star_gene_counts.tsv	77da35089b0637b99d0c6e65add16e6d	4254304	validated
6ce774a5-2636-4a01-ab6e-737f89a4bd4f	6ce774a5-2636-4a01-ab6e-737f89a4bd4f/28f1b708-bd3c-4ae7-935f-3282f75304a7.rna_seq.augmented_star_gene_counts.tsv	85021f12e5c59611ad379dbe4c196f84	4238621	validated
6d505305-dc5f-4dc7-8721-817f444ff7ee	6d505305-dc5f-4dc7-8721-817f444ff7ee/d681e327-7e74-4f6a-811f-e006470e568f.rna_seq.augmented_star_gene_counts.tsv	96018fc75b5a7330f1eb5b3813083661	4239943	validated
6e112ec6-1791-4764-8a62-7ad4dfea2d3b	6e112ec6-1791-4764-8a62-7ad4dfea2d3b/216e4f8a-be1a-41d6-b413-fa4645423caa.rna_seq.augmented_star_gene_counts.tsv	ab766d646b3d2dff3a44caed1e0a3999	4254264	validated
707414cc-7f34-41c6-8803-6641521a4069	707414cc-7f34-41c6-8803-6641521a4069/b1d64529-4f34-4644-b0e7-20606827ccd4.rna_seq.augmented_star_gene_counts.tsv	376775c07a9d2429cc5360caa4a64415	4221360	validated
70c9af7f-8a58-434f-8f45-098ef0450319	70c9af7f-8a58-434f-8f45-098ef0450319/e3c0a094-5504-4b74-9e0d-c73e84dc3901.rna_seq.augmented_star_gene_counts.tsv	9dcb9bb192dacbe97c6b2e994b0178a2	4217912	validated
70f7e473-4a58-4186-aedd-1bab29bef4f3	70f7e473-4a58-4186-aedd-1bab29bef4f3/abb411d3-1474-4e6e-afa9-23b974d9a557.rna_seq.augmented_star_gene_counts.tsv	70cc48b08ef3a42863f99b5ea9486d8a	4239296	validated
736fca14-66fb-481a-985e-7253f75243a8	736fca14-66fb-481a-985e-7253f75243a8/217558e4-a5f5-4c72-91b7-b430a17f457a.rna_seq.augmented_star_gene_counts.tsv	d37ead104075a6695095f3d09f2d580a	4251169	validated
742a677b-e99b-4916-bb92-3536c55ee5e3	742a677b-e99b-4916-bb92-3536c55ee5e3/594263d2-e787-4e14-a2de-8f57727de001.rna_seq.augmented_star_gene_counts.tsv	1eee36e9d0b995b3abd47aaa3bab156c	4249609	validated
74b16304-eb3f-4311-9b2e-dbf5eac89b44	74b16304-eb3f-4311-9b2e-dbf5eac89b44/96cd848e-50fc-4244-beec-8d18b1703fff.rna_seq.augmented_star_gene_counts.tsv	cbc918e5f4d4a1de1a82f240a9135abb	4251347	validated
760131f1-5fbf-469f-9629-43733014953d	760131f1-5fbf-469f-9629-43733014953d/039eaafb-c311-45ff-9df7-30c1b0bab00a.rna_seq.augmented_star_gene_counts.tsv	97b9aa35ae268d685ce0dba0b9b94744	4243960	validated
76267112-851f-4f5b-af40-f3c90af1b2ce	76267112-851f-4f5b-af40-f3c90af1b2ce/bd35c087-9a96-4f86-99f2-1a2a8936471a.rna_seq.augmented_star_gene_counts.tsv	934a1ec2573ee5c5a60a10c5a0446372	4243325	validated
76bcf698-d2da-42de-b33c-c5deb721c643	76bcf698-d2da-42de-b33c-c5deb721c643/1a2bc49d-edc6-4b84-88f0-73b6ed250d1b.rna_seq.augmented_star_gene_counts.tsv	ce44205e8457d0a0303352a0b74b49ab	4233132	validated
79bfddcc-1d7b-43a7-9221-8f230eca31d8	79bfddcc-1d7b-43a7-9221-8f230eca31d8/0a9e33db-2527-4cc3-8669-a7c10fed7a7f.rna_seq.augmented_star_gene_counts.tsv	c94ae93a767f6caf665d78068530cbfb	4246586	validated
7ae79f8e-a8fa-4030-b46a-458db80a36c1	7ae79f8e-a8fa-4030-b46a-458db80a36c1/f6c907ac-5dc9-4bdc-b7c6-3bac9f9059d3.rna_seq.augmented_star_gene_counts.tsv	d80490fab84f50a37328634e39e1b619	4252938	validated
