"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneSymbol"
"ENSG00000060718",12861.9696720914,6.8160788883592,0.256528744597456,26.5704293647675,1.49157014530616e-155,3.08978755600171e-152,"COL11A1"
"ENSG00000137804",2802.96032712225,3.56373783234217,0.134530409172189,26.4902028788217,1.25695699887635e-154,2.47979659349748e-151,"NUSAP1"
"ENSG00000121152",1015.38313431009,3.47553527638536,0.132276046591758,26.2748650714658,3.71663781216859e-152,6.99910475264294e-149,"NCAPH"
"ENSG00000076382",2330.49217180364,3.67635382367525,0.139979321467254,26.263549395296,5.00532730711754e-152,9.01611784060347e-149,"SPAG5"
"ENSG00000142945",1798.11315874491,3.72123938566584,0.141787874172552,26.2451172738312,8.12646407160462e-152,1.40283086036075e-148,"KIF2C"
"ENSG00000100526",638.88797674326,3.60293627544188,0.137441860844427,26.2142570924597,1.82789833697087e-151,3.02919312402812e-148,"CDKN3"
"ENSG00000134057",3206.93341305545,2.99787700668377,0.114599849355514,26.1595196114411,7.68027514433238e-151,1.22382230472958e-147,"CCNB1"
"ENSG00000105011",1610.4169190737,3.53072604201853,0.135125948922408,26.1291489175476,1.7010575284657e-150,2.61017827423459e-147,"ASF1B"
"ENSG00000112984",1883.23023019913,3.92474665124799,0.150342234385658,26.1054165337214,3.1644572359155e-150,4.68226654585639e-147,"KIF20A"
"ENSG00000174371",945.703430630208,4.016919734071,0.154634832811436,25.9768104057725,9.05545519883407e-149,1.27773290811139e-145,"EXO1"
"ENSG00000165480",666.645264026491,3.7365773489084,0.143847383808702,25.9759840601449,9.25222960254447e-149,1.27773290811139e-145,"SKA3"
"ENSG00000029559",171.950858722657,7.87469509401237,0.303563336321275,25.9408635754294,2.30550757876958e-148,3.08119932220721e-145,"IBSP"
"ENSG00000101447",1268.8896281251,4.18441504999711,0.16221985214972,25.7947162110291,1.0164061510661e-146,1.31592833870839e-143,"FAM83D"
"ENSG00000169607",790.230803355121,3.80271176473164,0.147642457508227,25.7562210011287,2.74558486766995e-146,3.44695700204745e-143,"CKAP2L"
"ENSG00000129810",409.865530957023,3.82782832257377,0.148674295002989,25.7464030516964,3.53671848984795e-146,4.30959550101178e-143,"SGO1"
"ENSG00000115163",496.426893212803,3.74684577164243,0.145679660881272,25.7197590176716,7.02773666308776e-146,8.31883228433503e-143,"CENPA"
"ENSG00000105974",12271.725363497,-3.9144367213347,0.152259183319819,-25.7090353171832,9.26305559838177e-146,1.06602331511377e-142,"CAV1"
"ENSG00000126787",1164.31649090567,3.88178259201315,0.151177672379412,25.6769569931663,2.1146343322336e-145,2.36781892930914e-142,"DLGAP5"
"ENSG00000080986",1023.28575460429,3.45966495445604,0.134934599559665,25.6395688410981,5.52702505405979e-145,6.02591178920256e-142,"NDC80"
"ENSG00000109805",1245.54162962001,3.49828226922428,0.136915634603752,25.5506413080483,5.40129120928259e-144,5.73783320001481e-141,"NCAPG"
"ENSG00000157456",1573.20345365386,3.48053795514624,0.136756118736893,25.4506927170292,6.93593712791432e-143,7.18389688023726e-140,"CCNB2"
"ENSG00000122952",2573.12257769672,3.24426766213546,0.127537943410056,25.437666433938,9.66653235447879e-143,9.76791305965991e-140,"ZWINT"
"ENSG00000156970",1274.62061715352,3.45760107306699,0.136492775668487,25.3317514874545,1.4280060474314e-141,1.40862596535912e-138,"BUB1B"
"ENSG00000109674",230.637548231407,4.01029180413233,0.158335056814998,25.3278830652017,1.57525596619414e-141,1.51774080649821e-138,"NEIL3"
"ENSG00000075218",802.968420685038,3.54446983677014,0.139966572865498,25.3236881078472,1.75211476420706e-141,1.64977533366133e-138,"GTSE1"
"ENSG00000146670",1764.26941366891,3.52302265782728,0.139260046073583,25.2981580658516,3.34684448444516e-141,3.08132815534585e-138,"CDCA5"
"ENSG00000135451",878.664134371608,3.98823353261234,0.157831563362227,25.2689224363777,7.01710607305968e-141,6.31997183927962e-138,"TROAP"
"ENSG00000138160",2505.6134722829,3.02177393727188,0.119706696294105,25.2431487194981,1.34679141340146e-140,1.18718230334516e-137,"KIF11"
"ENSG00000119927",8102.5052090063,-4.56208829521678,0.181141276771237,-25.18524974834,5.81180006453113e-140,5.01630993069843e-137,"GPAM"
"ENSG00000166803",1150.33993616337,3.89636571129095,0.154930123815391,25.1491809038616,1.4426566435838e-139,1.21978091313626e-136,"KIAA0101"
"ENSG00000237649",2162.67520210153,3.44246230724392,0.137236010022294,25.0842494377729,7.3885278280089e-139,6.12213415828818e-136,"KIFC1"
"ENSG00000230838",324.623319104706,5.86431484176954,0.23498829734051,24.9557740029574,1.8484248515713e-137,1.50157336471762e-134,"LINC01614"
"ENSG00000101605",487.052818053894,-4.19136046532744,0.16815108675122,-24.926157459384,3.87359385774889e-137,3.07173602141826e-134,"MYOM1"
"ENSG00000101003",1254.91991673499,3.00934191129244,0.120733061096332,24.9255828019743,3.92956816642934e-137,3.07173602141826e-134,"GINS1"
"ENSG00000120049",1725.55510215013,-6.35970660247359,0.255305677098401,-24.9101652370323,5.77373530408336e-137,4.42973803052173e-134,"KCNIP2"
"ENSG00000133800",1316.34236565365,-5.68176493243715,0.22825084365534,-24.8926349688181,8.94012163603647e-137,6.7343498069271e-134,"LYVE1"
"ENSG00000072571",952.734767471738,3.54580958120283,0.142671306481689,24.8529972048577,2.39996804450552e-136,1.77554778721185e-133,"HMMR"
"ENSG00000108799",2703.26479021863,-2.06250329173937,0.0832846670481651,-24.7645018565852,2.16384096508306e-135,1.57277072251563e-132,"EZH1"
"ENSG00000095637",10092.0329800694,-4.49568436553159,0.18154681837653,-24.7632230943727,2.23357497549339e-135,1.59546571094295e-132,"SORBS1"
"ENSG00000127564",1083.35082338764,4.22260852671534,0.170769911425665,24.7268883110794,5.49683941173255e-135,3.85989926827254e-132,"PKMYT1"
"ENSG00000117399",2512.80351844818,3.85711241879951,0.156033667160471,24.7197447127402,6.56055184016213e-135,4.53006104563195e-132,"CDC20"
"ENSG00000068489",1299.63083027212,3.8053489431353,0.154467444704342,24.635281242717,5.2922820882562e-134,3.5944138838763e-131,"PRR11"
"ENSG00000111206",2940.51557736988,3.67857116748843,0.149408583078247,24.6208824934904,7.54923217766046e-134,5.04459176000763e-131,"FOXM1"
"ENSG00000137807",1775.70235228173,2.99469393756095,0.121722543903218,24.6026236515566,1.18409920535547e-133,7.78686191712337e-131,"KIF23"
"ENSG00000168497",1972.27947524247,-5.19116042547485,0.211253818662818,-24.5730962797906,2.45026003470315e-133,1.58616051933987e-130,"SDPR"
"ENSG00000152253",448.418799138068,3.08576711860337,0.125691581580292,24.5503086189761,4.29229957801852e-133,2.73584571565088e-130,"SPC25"
"ENSG00000112742",1081.15820723468,3.40221547712292,0.138639797595958,24.5399628109534,5.5355005577404e-133,3.47478466829068e-130,"TTK"
"ENSG00000154839",551.185101924268,3.60909919566984,0.147387021053329,24.4872253328465,2.02086631969494e-132,1.2496192779845e-129,"SKA1"
"ENSG00000143228",1117.04783412248,3.90371834665574,0.159445621967314,24.4830701432241,2.2376716054198e-132,1.36333433253739e-129,"NUF2"
"ENSG00000117724",7236.01248156983,3.49633524924957,0.143264469251614,24.4047618192687,1.52227484025042e-131,9.14026762776448e-129,"CENPF"
"ENSG00000196611",2342.66424756013,8.40130024565751,0.344478027892044,24.3884937947055,2.2654090855428e-131,1.34079854877198e-128,"MMP1"
"ENSG00000164611",1437.25606370626,3.45148796102333,0.141708013722191,24.3563357523996,4.96711673831147e-131,2.89841755589076e-128,"PTTG1"
"ENSG00000182481",9949.0480576655,2.86611811076795,0.117795743998371,24.3312535197161,9.15649208945061e-131,5.26879815647137e-128,"KPNA2"
"ENSG00000079308",21237.8305466461,-3.46821018141154,0.14256267805495,-24.3276166576692,1.0005099649273e-130,5.6782366913614e-128,"TNS1"
"ENSG00000161888",654.534551382371,3.50188628198314,0.144183201499954,24.2877550612875,2.64081444071823e-130,1.4784992199859e-127,"SPC24"
"ENSG00000024526",922.986499888673,3.9403997965733,0.162410808859933,24.2619307436095,4.94822474408907e-130,2.7333993486348e-127,"DEPDC1"
"ENSG00000183856",2411.29451912833,3.79879930596552,0.156731094820621,24.2376875521303,8.91662932501566e-130,4.86073622283419e-127,"IQGAP3"
"ENSG00000111665",966.051259001735,3.17610378760845,0.13129905520866,24.1898449502245,2.84553654966397e-129,1.53104648379972e-126,"CDCA3"
"ENSG00000093009",674.157125628547,3.5018644810912,0.144956115303085,24.1581010485086,6.13761699004908e-129,3.26001887048376e-126,"CDC45"
"ENSG00000171241",774.104983620858,3.46292148392564,0.143590300449268,24.1166810926002,1.67084803503171e-128,8.76243469510936e-126,"SHCBP1"
"ENSG00000051180",613.813797928431,3.05412875756336,0.126772207724455,24.09146935582,3.07123354265639e-128,1.59051507090318e-125,"RAD51"
"ENSG00000113368",3863.64918217929,2.98815757259669,0.124262968538061,24.0470480284835,8.96301756071944e-128,4.58441750050131e-125,"LMNB1"
"ENSG00000149090",1047.02984841281,-4.16308646658718,0.173182458194791,-24.0387306542598,1.09509412565277e-127,5.53289629582856e-125,"PAMR1"
"ENSG00000158402",368.617713541854,3.70437667842915,0.15425800730386,24.014161359755,1.97817010550448e-127,9.87416716518681e-125,"CDC25C"
"ENSG00000145386",1575.10398434402,3.29577983996363,0.137519335659199,23.9659377655172,6.30322791118224e-127,3.1088420519081e-124,"CCNA2"
"ENSG00000169418",1723.78710939293,-4.18183854326672,0.175761166799731,-23.7927331697318,3.97144682164885e-125,1.93572990377543e-122,"NPR1"
"ENSG00000143476",1818.28737432686,3.39367914708793,0.143661484789211,23.6227486585381,2.25027801963205e-123,1.084058352946e-120,"DTL"
"ENSG00000131471",7399.42449931299,-4.63366663454394,0.196190212725756,-23.6182354367549,2.50389791973294e-123,1.19237345763834e-120,"AOC3"
"ENSG00000178999",834.813216334203,3.6789961674299,0.155875302165467,23.6021750483892,3.66092395759558e-123,1.72354635867256e-120,"AURKB"
"ENSG00000104147",198.669704689429,2.93506597593713,0.124464180669069,23.5816116746152,5.95191495370454e-123,2.77064984867392e-120,"OIP5"
"ENSG00000134962",626.677889254983,-5.51920795294942,0.234089757292323,-23.5773150298808,6.58771898563717e-123,3.03254663972164e-120,"KLB"
"ENSG00000186642",1150.01407020857,-3.79015076282119,0.160770997599228,-23.5748413545913,6.98406598755198e-123,3.17966872378328e-120,"PDE2A"
"ENSG00000165197",406.914745857993,-6.22619539504696,0.264535461650437,-23.5363355680245,1.73273567325792e-122,7.80296075468213e-120,"VEGFD"
"ENSG00000004776",3106.86193622722,-5.94859193375182,0.253139442410791,-23.4992693240532,4.14950280738798e-122,1.84853657322671e-119,"HSPB6"
"ENSG00000123243",4601.27352859413,-4.87272853468671,0.207724698171172,-23.45762722289,1.10501907872948e-121,4.8703128118896e-119,"ITIH5"
"ENSG00000118193",819.588980244714,3.99270284057791,0.170321792590766,23.4421137767802,1.59091619933413e-121,6.93806927772768e-119,"KIF14"
"ENSG00000135437",240.859433484732,-5.11939576091648,0.218401170974919,-23.4403311029151,1.65893180660905e-121,7.15932757789717e-119,"RDH5"
"ENSG00000123975",2012.57264640464,2.94718276602789,0.125898862439031,23.409129430817,3.45006076521198e-121,1.47356719074982e-118,"CKS2"
"ENSG00000022267",16075.9913513003,-5.36641716462591,0.229519094005042,-23.3811360570639,6.64917477557673e-121,2.81097256073616e-118,"FHL1"
"ENSG00000025423",310.642199961662,3.36744680523463,0.144462722230066,23.3101436360292,3.49838357526131e-120,1.46402052043511e-117,"HSD17B6"
"ENSG00000106462",1601.52246314948,2.63094800857532,0.11301614073137,23.2794005488902,7.1690213769396e-120,2.97012555646608e-117,"EZH2"
"ENSG00000265415",151.936115218495,3.90831961777567,0.167898318928777,23.2778960665687,7.4250236101035e-120,3.04572998184741e-117,"CTD-2510F5.4"
"ENSG00000065328",942.685318235349,3.64751849403888,0.156734785569642,23.2719142772437,8.53638409059378e-120,3.46727836150295e-117,"MCM10"
"ENSG00000203805",446.43364698642,5.43421096702442,0.233644160960259,23.2584925071111,1.16717630761112e-119,4.69476839071152e-117,"PLPP4"
"ENSG00000135424",2612.63450152949,-4.86055093915377,0.209130184094808,-23.2417475277039,1.72396655188845e-119,6.86768598507099e-117,"ITGA7"
"ENSG00000154920",337.945386655418,3.58808702648324,0.154563250616506,23.2143605428292,3.26072268205998e-119,1.28658800683566e-116,"EME1"
"ENSG00000101057",3957.06615771731,4.49619366215218,0.194203088991468,23.1520192881675,1.38723431570493e-118,5.42199223581653e-116,"MYBL2"
"ENSG00000066279",2100.25911836621,3.83539242000878,0.166037799252734,23.0995137087475,4.682376866377e-118,1.81299881844859e-115,"ASPM"
"ENSG00000137812",925.916055213224,3.32931102824455,0.144159090651744,23.0947005366967,5.23404197309058e-118,2.00783665689947e-115,"KNL1"
"ENSG00000035499",404.601328438756,3.36917137857828,0.146457937739038,23.0043617340942,4.21550963896548e-117,1.60228040681046e-114,"DEPDC1B"
"ENSG00000138778",1327.75140135191,3.01559865747753,0.131166142766951,22.9906787976185,5.7778800920981e-117,2.17615974741477e-114,"CENPE"
"ENSG00000172156",84.4503418216543,5.7491423177011,0.250737874186263,22.9288947126922,2.39332120825626e-116,8.93290969892404e-114,"CCL11"
"ENSG00000266964",97.1222713751068,-4.76852574337383,0.20837187014325,-22.8846904339611,6.60074638827982e-116,2.44168681130744e-113,"FXYD1"
"ENSG00000198901",3504.9368263312,2.90555515275371,0.127001552326959,22.8781073893766,7.67600028425142e-116,2.814307006872e-113,"PRC1"
"ENSG00000167779",1451.52296189511,-4.05397311129516,0.177659698968717,-22.8187548151199,2.98683570587892e-115,1.0854789762681e-112,"IGFBP6"
"ENSG00000123473",1176.86354896614,2.64845659141909,0.116259561134642,22.7805486754923,7.14898622831832e-115,2.57549999512372e-112,"STIL"
"ENSG00000276043",1305.07865014417,3.69375165160105,0.162635987534163,22.7117731297026,3.42731492834741e-114,1.22408325415029e-111,"UHRF1"
"ENSG00000154263",307.87636968688,-4.67456999540019,0.206633515285577,-22.6225159502306,2.60210306199029e-113,9.21411366309896e-111,"ABCA10"
"ENSG00000167900",4190.47433683223,3.75974129378236,0.166216974463553,22.6194785816341,2.7875471379817e-113,9.7871252480154e-111,"TK1"
"ENSG00000116678",1487.27531716344,-3.7676311507303,0.166600171741869,-22.6148095247338,3.09865584513502e-113,1.07880093835247e-110,"LEPR"
"ENSG00000164087",725.856266039643,2.46498724441571,0.109072724726487,22.5994835152139,4.38469935900447e-113,1.51381745369629e-110,"POC1A"
"ENSG00000148773",6684.92907334868,3.69837648080025,0.164350491619593,22.5029839847425,3.88056942894579e-112,1.32869414414235e-109,"MKI67"
"ENSG00000092853",525.648925097764,3.60484258652154,0.160443219199425,22.4680270347908,8.52970816290343e-112,2.89660499335319e-109,"CLSPN"
"ENSG00000165795",8395.51337872427,-3.42073675619462,0.152498458978593,-22.4312873658271,1.94914952058049e-111,6.56530606810161e-109,"NDRG2"
"ENSG00000102384",415.823053769334,2.78182505233586,0.12407061231548,22.4213050973133,2.43927729935747e-111,8.14994020261129e-109,"CENPI"
"ENSG00000121621",570.944128863399,2.90914265311721,0.129920782974883,22.3916650323731,4.74527362063496e-111,1.57277348882325e-108,"KIF18A"
"ENSG00000177098",885.152627312719,-3.52740935477195,0.157534918798118,-22.3912855745484,4.78584496512647e-111,1.57363140400944e-108,"SCN4B"
"ENSG00000173641",1738.11613405704,-5.69678391611275,0.254561447814953,-22.3788164508472,6.33024786985147e-111,2.06505645077123e-108,"HSPB7"
"ENSG00000168874",358.806448173219,-4.44512349471983,0.198684162610066,-22.3728123888956,7.24239850116198e-111,2.34416070236829e-108,"ATOH8"
"ENSG00000161800",3038.32147809858,2.3599103136348,0.105949599643442,22.2738955274653,6.61895131498006e-110,2.12576087581104e-107,"RACGAP1"
"ENSG00000164330",1564.92734794453,-3.44707542606147,0.154852229846665,-22.2604183967824,8.94090808942266e-110,2.84939863188293e-107,"EBF1"
"ENSG00000244734",3056.79733056932,-6.2983417153403,0.283462188039989,-22.2193364091713,2.23345622506591e-109,7.06351842782296e-107,"HBB"
"ENSG00000170509",117.586869152941,-6.07651364318553,0.274056962369579,-22.1724476205463,6.33691945816175e-109,1.98892858448213e-106,"HSD17B13"
"ENSG00000168477",3764.86368287204,-4.85807483252165,0.219465345409041,-22.1359541911601,1.42465693260981e-108,4.43785990361086e-106,"TNXB"
"ENSG00000131747",10603.6852128,4.18447394757616,0.189448443550376,22.087666011695,4.15305856529228e-108,1.28403892806014e-105,"TOP2A"
"ENSG00000165810",1521.15665650351,-4.79685117369567,0.21724829882012,-22.0800402108899,4.916495798561e-108,1.50881793284728e-105,"BTNL9"
"ENSG00000277494",553.399368318976,-4.84768782285755,0.219565494731545,-22.0785503149512,5.08125916652225e-108,1.5479159358016e-105,"GPIHBP1"
"ENSG00000076555",5554.06281970971,-4.37320909913997,0.198177928759501,-22.0670844958072,6.54799813138477e-108,1.98017198965891e-105,"ACACB"
"ENSG00000010319",2892.84027745686,-3.83873812446865,0.174087483860707,-22.0506267270779,9.42100684999196e-108,2.82835009996498e-105,"SEMA3G"
"ENSG00000075702",763.720290074466,2.98991604544575,0.135994514511948,21.9855635808242,3.95850464861916e-107,1.17986221289419e-104,"WDR62"
"ENSG00000165028",229.337613513921,-3.32456465997132,0.151429748258702,-21.9545016629867,7.84366124698377e-107,2.32116346758955e-104,"NIPSNAP3B"
"ENSG00000154258",881.817387975455,-4.56069012019068,0.207975861789265,-21.9289396421007,1.3759653478177e-106,4.04299605390691e-104,"ABCA9"
"ENSG00000183155",1514.26964734857,1.73355322585995,0.0792554641735147,21.8729805438356,4.69856944315393e-106,1.37085726781597e-103,"RABIF"
"ENSG00000149451",500.156162145459,-4.08072663392207,0.18739095331803,-21.7765402313552,3.87234474375845e-105,1.12189680233505e-102,"ADAM33"
"ENSG00000279204",141.25448378624,-3.9288449533397,0.180787432075051,-21.7318477741788,1.02589902895426e-104,2.95159699788714e-102,"RP11-175K6.2"
"ENSG00000051341",544.597082813375,3.09705278843417,0.14256908537751,21.7231721746229,1.23920013928708e-104,3.54069391521818e-102,"POLQ"
"ENSG00000164879",496.113394221658,-6.03099196928003,0.277897648866412,-21.7022058080785,1.95553515449845e-104,5.54916585279936e-102,"CA3"
"ENSG00000091651",501.690429850364,3.21407012097173,0.148154801248382,21.6939990731946,2.33756806444172e-104,6.58812550406941e-102,"ORC6"
"ENSG00000171431",108.644680537115,10.139073387049,0.467889052038366,21.6698239526613,3.95264201918685e-104,1.10647269496562e-101,"KRT20"
"ENSG00000203711",73.8932451886581,3.54787891197393,0.163828156422379,21.6560998393149,5.32450645462592e-104,1.48049867392719e-101,"C6orf99"
"ENSG00000186185",733.07529832158,3.51492403080209,0.16234117902786,21.6514629981767,5.88812963979664e-104,1.62630140651183e-101,"KIF18B"
"ENSG00000189057",1604.12052925364,3.70610316320633,0.171193171731811,21.6486623018601,6.25701018878417e-104,1.71674127232668e-101,"FAM111B"
"ENSG00000227467",43.7201063188075,-4.64243958182003,0.214516836883305,-21.6413762633722,7.32830393317521e-104,1.99744494704901e-101,"LINC01537"
"ENSG00000175445",14193.0987767667,-5.74969449634417,0.266082446390103,-21.6086952534801,1.48793890891528e-103,4.0291051631608e-101,"LPL"
"ENSG00000151790",285.43693555663,5.15618546883177,0.238887838542524,21.5841270961725,2.53225113519144e-103,6.81241328123255e-101,"TDO2"
"ENSG00000163815",1336.68704219438,-4.26372960542315,0.197595609532234,-21.5780584169691,2.88740282445062e-103,7.71774832367671e-101,"CLEC3B"
"ENSG00000105971",3729.37621732365,-3.17180484512472,0.147001349665833,-21.5767056039618,2.97311437306551e-103,7.89590567154514e-101,"CAV2"
"ENSG00000213186",839.436855804163,2.37817364005017,0.110389127849599,21.5435494996422,6.08600059604447e-103,1.60600639932562e-100,"TRIM59"
"ENSG00000187824",315.202447697872,-2.93925119534327,0.136653848408246,-21.5087334135107,1.28978112228857e-102,3.38200201876046e-100,"TMEM220"
"ENSG00000029993",5001.58138207978,3.21225144531588,0.149396210003103,21.5015591442993,1.50544482587888e-102,3.92267793309195e-100,"HMGB3"
"ENSG00000159147",1138.64968959117,2.03368641769599,0.0946387465885661,21.4889407457737,1.97567194959792e-102,5.11575555449011e-100,"DONSON"
"ENSG00000085999",465.63673120125,3.0840777809398,0.143581537231421,21.4796264227827,2.41440241049382e-102,6.212962227749e-100,"RAD54L"
"ENSG00000111077",6065.54188898978,-2.33326695307199,0.108643489085773,-21.4763624834425,2.59012462755567e-102,6.62400390861923e-100,"TNS2"
"ENSG00000114346",3704.02269033749,2.4972644940505,0.116351306899707,21.4631409014005,3.44244941414422e-102,8.7497349219629e-100,"ECT2"
"ENSG00000129173",434.867079424774,3.88091678678346,0.180866097896879,21.457403194468,3.89456590633194e-102,9.83852838410563e-100,"E2F8"
"ENSG00000122641",4553.99109210399,3.69733109989499,0.172846983860935,21.3907759181364,1.6282769765955e-101,4.08845546305161e-99,"INHBA"
"ENSG00000137745",1728.71711367304,6.8899017778089,0.322406431189072,21.3702367921078,2.52847357438224e-101,6.31052169799135e-99,"MMP13"
"ENSG00000004799",8433.74722844612,-5.01326708852657,0.234798450189806,-21.3513636247342,3.78725491240121e-101,9.39556712699294e-99,"PDK4"
"ENSG00000144031",86.9746790014175,-3.38024830982593,0.15884342330525,-21.2803793791959,1.72540712728521e-100,4.25326429896714e-98,"ANKRD53"
"ENSG00000183549",323.141885593634,-4.27553313820797,0.200916777771907,-21.2801199861059,1.73497867855526e-100,4.25326429896714e-98,"ACSM5"
"ENSG00000162062",410.199491710423,3.04902910268766,0.143510447123459,21.2460428059613,3.58649934115686e-100,8.74050986494874e-98,"C16orf59"
"ENSG00000094804",2063.81053883153,4.35267211745978,0.205256055752683,21.2060594339024,8.39588022005484e-100,2.03415975156065e-97,"CDC6"
"ENSG00000108381",222.729438259268,-4.63418802906619,0.218758705406033,-21.1840165193188,1.34096818399783e-99,3.23001813157152e-97,"ASPA"
"ENSG00000011523",2619.75097964053,-1.53412474857207,0.0724756955643975,-21.1674373957397,1.90645662592173e-99,4.56557791976516e-97,"CEP68"
"ENSG00000175643",1009.07978862711,3.02555115714899,0.143041081845207,21.151623842045,2.66604945086162e-99,6.34795567524121e-97,"RMI2"
"ENSG00000151725",1559.01146892332,2.84553646507294,0.134805533220218,21.108454505532,6.65122815928537e-99,1.57463075793825e-96,"CENPU"
"ENSG00000232679",37.728116163863,6.30954213699636,0.298916359872352,21.1080522313692,6.7080735018672e-99,1.57906525671794e-96,"RP11-400N13.3"
"ENSG00000164849",135.451019385209,-3.24611611525867,0.153911935070266,-21.090736815028,9.67430706639191e-99,2.26444373876055e-96,"GPR146"
"ENSG00000079435",5964.20785490969,-5.28203845834447,0.25084257527832,-21.0571847800711,1.96510918798953e-98,4.57384683474193e-96,"LIPE"
"ENSG00000089685",3102.62120696172,3.86237612563304,0.183499252417907,21.0484570086244,2.36246303746169e-98,5.46798009173396e-96,"BIRC5"
"ENSG00000065911",6582.47917756005,2.16249047689911,0.102743190188172,21.0475309647145,2.40906788204416e-98,5.54487124183831e-96,"MTHFD2"
"ENSG00000168078",884.768217005146,3.56166940795536,0.169288831189001,21.0390099744913,2.883349162754e-98,6.59984286259106e-96,"PBK"
"ENSG00000119771",497.44837824807,-3.49770817702286,0.166441419408476,-21.0146500159247,4.81780565141164e-98,1.09671257218673e-95,"KLHL29"
"ENSG00000163808",782.029247210242,2.84630717015655,0.135501296635907,21.0057559656023,5.81014653659879e-98,1.31537907656441e-95,"KIF15"
"ENSG00000102100",3296.79614172998,1.67423341699322,0.0797270663157021,20.9995613078702,6.61939315749636e-98,1.49044270932106e-95,"SLC35A2"
"ENSG00000145708",94.6997270353268,-4.39834490276856,0.209667680475814,-20.9776961942207,1.04851454233001e-97,2.34810581020175e-95,"CRHBP"
"ENSG00000245812",77.9079518345832,-3.58377359997604,0.171294208263283,-20.9217441518379,3.39469125853632e-97,7.56140101296558e-95,"RP11-175K6.1"
"ENSG00000167553",6240.42155054317,1.93322894250322,0.0924611206043017,20.9085605913939,4.47531382697405e-97,9.91509368190026e-95,"TUBA1C"
"ENSG00000175305",581.917007384971,3.20949766594291,0.153902457937187,20.854102715194,1.39897594732228e-96,3.08295603710437e-94,"CCNE2"
"ENSG00000071539",1330.52668302943,2.84487515447493,0.136654679703617,20.8179856017009,2.97428530265259e-96,6.51982222692576e-94,"TRIP13"
"ENSG00000138685",1164.78904182615,-4.59644485208213,0.22097126822961,-20.8010973051302,4.23020029373076e-96,9.22406306154029e-94,"FGF2"
"ENSG00000157150",1307.82896303832,-6.43382862137528,0.309491608963337,-20.7883782146011,5.51432001373948e-96,1.19611663962946e-93,"TIMP4"
"ENSG00000148180",47698.6264147371,-2.68297344970632,0.129312174283546,-20.7480344721704,1.27706450658655e-95,2.75566575561879e-93,"GSN"
"ENSG00000144642",1388.05818699803,-2.85421181148172,0.137684545335031,-20.7300812486725,1.85476633584822e-95,3.98150099969906e-93,"RBMS3"
